phecode,ICD,flag,phecode_string,phecode_category,sex,icd10_only,code_val
NS_330,G41.0,10,"Epilepsy, recurrent seizures, convulsions",Neurological,Both,0,330
NS_330.1,G41.0,10,Epilepsy,Neurological,Both,0,330.1
NS_330,G41.1,10,"Epilepsy, recurrent seizures, convulsions",Neurological,Both,0,330
NS_330.1,G41.1,10,Epilepsy,Neurological,Both,0,330.1
NS_330,G41.2,10,"Epilepsy, recurrent seizures, convulsions",Neurological,Both,0,330
NS_330.1,G41.2,10,Epilepsy,Neurological,Both,0,330.1
NS_330,G41.8,10,"Epilepsy, recurrent seizures, convulsions",Neurological,Both,0,330
NS_330.1,G41.8,10,Epilepsy,Neurological,Both,0,330.1
NS_330,G41.9,10,"Epilepsy, recurrent seizures, convulsions",Neurological,Both,0,330
NS_330.1,G41.9,10,Epilepsy,Neurological,Both,0,330.1
NS_331,G43,10,Headache,Neurological,Both,0,331
NS_331.6,G43,10,Migraine,Neurological,Both,0,331.6
NS_331,G43.0,10,Headache,Neurological,Both,0,331
NS_331.6,G43.0,10,Migraine,Neurological,Both,0,331.6
NS_331,G43.1,10,Headache,Neurological,Both,0,331
NS_331.6,G43.1,10,Migraine,Neurological,Both,0,331.6
NS_331.61,G43.1,10,Migraine with aura,Neurological,Both,0,331.61
NS_331,G43.2,10,Headache,Neurological,Both,0,331
NS_331.6,G43.2,10,Migraine,Neurological,Both,0,331.6
NS_331,G43.3,10,Headache,Neurological,Both,0,331
NS_331.6,G43.3,10,Migraine,Neurological,Both,0,331.6
NS_331,G43.8,10,Headache,Neurological,Both,0,331
NS_331.6,G43.8,10,Migraine,Neurological,Both,0,331.6
NS_331,G43.9,10,Headache,Neurological,Both,0,331
NS_331.6,G43.9,10,Migraine,Neurological,Both,0,331.6
NS_331,G44,10,Headache,Neurological,Both,0,331
NS_331,G44.0,10,Headache,Neurological,Both,0,331
NS_331,G44.1,10,Headache,Neurological,Both,0,331
NS_331,G44.2,10,Headache,Neurological,Both,0,331
NS_331.1,G44.2,10,Tension headache,Neurological,Both,0,331.1
NS_331,G44.3,10,Headache,Neurological,Both,0,331
NS_331.2,G44.3,10,Post-traumatic headache,Neurological,Both,0,331.2
NS_331,G44.4,10,Headache,Neurological,Both,0,331
NS_331.7,G44.4,10,Drug induced headache,Neurological,Both,0,331.7
NS_331,G44.8,10,Headache,Neurological,Both,0,331
NS_331.3,G44.8,10,"Headache syndromes, non migraine",Neurological,Both,0,331.3
CV_431,G45,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_433,G45.0,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G45.0,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
CV_433.32,G45.0,10,Vertebro-basilar artery syndrome,Cardiovascular,Both,0,433.32
CV_433,G45.1,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G45.1,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
CV_433.32,G45.1,10,Vertebro-basilar artery syndrome,Cardiovascular,Both,0,433.32
CV_433,G45.2,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G45.2,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
SO_374,G45.3,10,Disorders of the retina,Sense organs,Both,0,374
SO_374.9,G45.3,10,Retinal occlusions,Sense organs,Both,0,374.9
SO_374.91,G45.3,10,Transient retinal arterial occlusion [Amaurosis fugax],Sense organs,Both,0,374.91
NS_329,G45.4,10,Symptoms and signs involving cognitive functions and awareness,Neurological,Both,0,329
NS_329.6,G45.4,10,Transient global amnesia,Neurological,Both,0,329.6
CV_431,G45.8,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431,G45.9,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.2,G45.9,10,Transient cerebral ischemic attack [TIA],Cardiovascular,Both,0,431.2
CV_433,G46,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433,G46.0,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G46.0,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
CV_433.34,G46.0,10,"Cerebral artery syndrome (middle, anterior, posterior)*",Cardiovascular,Both,1,433.34
CV_433,G46.1,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G46.1,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
CV_433.34,G46.1,10,"Cerebral artery syndrome (middle, anterior, posterior)*",Cardiovascular,Both,1,433.34
CV_433,G46.2,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
CV_433.3,G46.2,10,Cerebrovascular insufficiency,Cardiovascular,Both,0,433.3
CV_433.34,G46.2,10,"Cerebral artery syndrome (middle, anterior, posterior)*",Cardiovascular,Both,1,433.34
CV_431,G46.3,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.1,G46.3,10,Stroke,Cardiovascular,Both,0,431.1
CV_431.13,G46.3,10,Brain stem stroke syndrome*,Cardiovascular,Both,1,431.13
CV_431,G46.4,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.1,G46.4,10,Stroke,Cardiovascular,Both,0,431.1
CV_431.14,G46.4,10,Cerebellar stroke syndrome*,Cardiovascular,Both,1,431.14
CV_431,G46.5,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.1,G46.5,10,Stroke,Cardiovascular,Both,0,431.1
CV_431.15,G46.5,10,Lacunar syndrome*,Cardiovascular,Both,1,431.15
CV_431,G46.6,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.1,G46.6,10,Stroke,Cardiovascular,Both,0,431.1
CV_431.15,G46.6,10,Lacunar syndrome*,Cardiovascular,Both,1,431.15
CV_431,G46.7,10,Stroke and transient cerebral ischemic attacks,Cardiovascular,Both,0,431
CV_431.1,G46.7,10,Stroke,Cardiovascular,Both,0,431.1
CV_431.15,G46.7,10,Lacunar syndrome*,Cardiovascular,Both,1,431.15
CV_433,G46.8,10,Other cerebrovascular disease,Cardiovascular,Both,0,433
NS_333,G47,10,Sleep disorders,Neurological,Both,0,333
NS_333,G47.0,10,Sleep disorders,Neurological,Both,0,333
NS_333.2,G47.0,10,Insomnia,Neurological,Both,0,333.2
NS_333,G47.1,10,Sleep disorders,Neurological,Both,0,333
NS_333.3,G47.1,10,Hypersomnia,Neurological,Both,0,333.3
NS_333,G47.2,10,Sleep disorders,Neurological,Both,0,333
NS_333.4,G47.2,10,Circadian rhythm sleep disorder,Neurological,Both,0,333.4
NS_333,G47.3,10,Sleep disorders,Neurological,Both,0,333
NS_333.1,G47.3,10,Sleep apnea,Neurological,Both,0,333.1
NS_333,G47.4,10,Sleep disorders,Neurological,Both,0,333
NS_333.7,G47.4,10,Narcolepsy,Neurological,Both,0,333.7
NS_333,G47.8,10,Sleep disorders,Neurological,Both,0,333
NS_333,G47.9,10,Sleep disorders,Neurological,Both,0,333
NS_334,G50,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.1,G50,10,Trigeminal nerve disorders [CN5],Neurological,Both,0,334.1
NS_334,G50.0,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.1,G50.0,10,Trigeminal nerve disorders [CN5],Neurological,Both,0,334.1
NS_334.11,G50.0,10,Trigeminal neuralgia,Neurological,Both,0,334.11
NS_334,G50.1,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.1,G50.1,10,Trigeminal nerve disorders [CN5],Neurological,Both,0,334.1
NS_334.12,G50.1,10,Atypical face pain,Neurological,Both,0,334.12
SS_809,G50.1,10,Pain,Symptoms,Both,0,809
NS_334,G50.8,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.1,G50.8,10,Trigeminal nerve disorders [CN5],Neurological,Both,0,334.1
NS_334,G50.9,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.1,G50.9,10,Trigeminal nerve disorders [CN5],Neurological,Both,0,334.1
NS_334,G51,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334,G51.0,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.0,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334.21,G51.0,10,Bell's palsy,Neurological,Both,0,334.21
NS_334,G51.1,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.1,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334.22,G51.1,10,Geniculate ganglionitis,Neurological,Both,0,334.22
NS_334,G51.2,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.2,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334,G51.3,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.3,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334.24,G51.3,10,Clonic hemifacial spasm*,Neurological,Both,1,334.24
NS_334,G51.4,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.4,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334.25,G51.4,10,Facial myokymia*,Neurological,Both,1,334.25
NS_334,G51.8,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.8,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334,G51.9,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.2,G51.9,10,Facial nerve disorders and weakness,Neurological,Both,0,334.2
NS_334,G52,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G52.0,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.3,G52.0,10,Disorders of olfactory [1st] nerve,Neurological,Both,0,334.3
NS_334,G52.1,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.5,G52.1,10,Other disorders of glossopharyngeal [9th] nerve,Neurological,Both,0,334.5
NS_334,G52.2,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.6,G52.2,10,Disorders of pneumogastric [10th] nerve,Neurological,Both,0,334.6
NS_334,G52.3,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.8,G52.3,10,Disorders of hypoglossal [12th] nerve,Neurological,Both,0,334.8
NS_334,G52.7,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334.9,G52.7,10,Multiple cranial nerve palsies,Neurological,Both,0,334.9
NS_334,G52.8,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G52.9,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53.0,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53.1,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53.2,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53.3,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_334,G53.8,10,Disorders of facial and cranial nerves,Neurological,Both,0,334
NS_335,G54,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335,G54.0,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.1,G54.0,10,Nerve plexus lesions,Neurological,Both,0,335.1
NS_335,G54.1,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.1,G54.1,10,Nerve plexus lesions,Neurological,Both,0,335.1
NS_335,G54.2,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.2,G54.2,10,Nerve root lesions,Neurological,Both,0,335.2
NS_335,G54.3,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.2,G54.3,10,Nerve root lesions,Neurological,Both,0,335.2
NS_335,G54.4,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.2,G54.4,10,Nerve root lesions,Neurological,Both,0,335.2
NS_335,G54.5,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.3,G54.5,10,Neuralgic amyotrophy,Neurological,Both,0,335.3
NS_335,G54.6,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.4,G54.6,10,Phantom limb (syndrome),Neurological,Both,0,335.4
SS_809,G54.6,10,Pain,Symptoms,Both,0,809
NS_335,G54.7,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335.4,G54.7,10,Phantom limb (syndrome),Neurological,Both,0,335.4
NS_335,G54.8,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335,G54.9,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335,G55,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335,G55.0,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_335,G55.1,10,Nerve root and plexus disorders,Neurological,Both,0,335
MS_716,G55.1,10,Intervertebral disc disorder,Muscloskeletal,Both,0,716
NS_335,G55.2,10,Nerve root and plexus disorders,Neurological,Both,0,335
MS_715,G55.2,10,Other non-inflammatory spondylopathy,Muscloskeletal,Both,0,715
MS_715.1,G55.2,10,Spondylosis,Muscloskeletal,Both,0,715.1
NS_335,G55.3,10,Nerve root and plexus disorders,Neurological,Both,0,335
MS_717,G55.3,10,Other and unspecified dorsopathies,Muscloskeletal,Both,0,717
NS_335,G55.8,10,Nerve root and plexus disorders,Neurological,Both,0,335
NS_336,G56,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G56.0,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.0,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336.41,G56.0,10,Carpal tunnel syndrome,Neurological,Both,0,336.41
NS_336,G56.1,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.1,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G56.2,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.2,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G56.3,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.3,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G56.8,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.8,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G56.9,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G56.9,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G57,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.0,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.0,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336.51,G57.0,10,Lesion of sciatic nerve,Neurological,Both,0,336.51
NS_336,G57.1,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.1,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336.52,G57.1,10,Meralgia paresthetica,Neurological,Both,0,336.52
NS_336,G57.2,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.2,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.3,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.3,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.4,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.4,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.5,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.5,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.6,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.6,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.8,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.8,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G57.9,10,Mononeuropathies,Neurological,Both,0,336
NS_336.5,G57.9,10,Mononeuritis of lower limb,Neurological,Both,0,336.5
NS_336,G58,10,Mononeuropathies,Neurological,Both,0,336
NS_336,G58.0,10,Mononeuropathies,Neurological,Both,0,336
NS_336.4,G58.0,10,Mononeuritis of upper limb,Neurological,Both,0,336.4
NS_336,G58.7,10,Mononeuropathies,Neurological,Both,0,336
NS_336,G58.8,10,Mononeuropathies,Neurological,Both,0,336
NS_336,G58.9,10,Mononeuropathies,Neurological,Both,0,336
NS_336,G59,10,Mononeuropathies,Neurological,Both,0,336
EM_202,G59.0,10,Diabetes mellitus,Endocrine/Metab,Both,0,202
NS_336,G59.0,10,Mononeuropathies,Neurological,Both,0,336
NS_336,G59.8,10,Mononeuropathies,Neurological,Both,0,336
GE_972,G60,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.1,G60,10,Hereditary neuropathy,Genetic,Both,0,972.1
GE_972,G60.0,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.1,G60.0,10,Hereditary neuropathy,Genetic,Both,0,972.1
GE_972.11,G60.0,10,Hereditary motor and sensory neuropathy,Genetic,Both,0,972.11
GE_965,G60.1,10,Inborn error of lipid metabolism,Genetic,Both,0,965
GE_965.5,G60.1,10,Refsum's disease,Genetic,Both,0,965.5
GE_972,G60.2,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.2,G60.2,10,Hereditary ataxia,Genetic,Both,0,972.2
NS_337,G60.3,10,Polyneuropathies,Neurological,Both,0,337
NS_337.6,G60.3,10,Idiopathic progressive neuropathy,Neurological,Both,0,337.6
GE_972,G60.8,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.1,G60.8,10,Hereditary neuropathy,Genetic,Both,0,972.1
GE_972,G60.9,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.1,G60.9,10,Hereditary neuropathy,Genetic,Both,0,972.1
NS_337,G61,10,Polyneuropathies,Neurological,Both,0,337
NS_337.2,G61,10,Inflammatory polyneuropathy,Neurological,Both,0,337.2
BI_181,G61.0,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_337,G61.0,10,Polyneuropathies,Neurological,Both,0,337
NS_337.2,G61.0,10,Inflammatory polyneuropathy,Neurological,Both,0,337.2
NS_337.21,G61.0,10,Guillain-Barre syndrome [Acute infective polyneuritis],Neurological,Both,0,337.21
NS_337,G61.1,10,Polyneuropathies,Neurological,Both,0,337
NS_337.2,G61.1,10,Inflammatory polyneuropathy,Neurological,Both,0,337.2
NS_337,G61.8,10,Polyneuropathies,Neurological,Both,0,337
NS_337.2,G61.8,10,Inflammatory polyneuropathy,Neurological,Both,0,337.2
NS_337,G61.9,10,Polyneuropathies,Neurological,Both,0,337
NS_337.2,G61.9,10,Inflammatory polyneuropathy,Neurological,Both,0,337.2
NS_337,G62,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G62.0,10,Polyneuropathies,Neurological,Both,0,337
NS_337.3,G62.0,10,Toxic polyneuropathy,Neurological,Both,0,337.3
MB_280,G62.1,10,Psychoactive substance related disorders,Mental,Both,0,280
MB_280.1,G62.1,10,Alcohol use disorders,Mental,Both,0,280.1
NS_337,G62.1,10,Polyneuropathies,Neurological,Both,0,337
NS_337.3,G62.1,10,Toxic polyneuropathy,Neurological,Both,0,337.3
NS_337,G62.2,10,Polyneuropathies,Neurological,Both,0,337
NS_337.3,G62.2,10,Toxic polyneuropathy,Neurological,Both,0,337.3
NS_337,G62.8,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G62.9,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.0,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.1,10,Polyneuropathies,Neurological,Both,0,337
EM_202,G63.2,10,Diabetes mellitus,Endocrine/Metab,Both,0,202
NS_337,G63.2,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.3,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.4,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.5,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.6,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G63.8,10,Polyneuropathies,Neurological,Both,0,337
NS_337,G64,10,Polyneuropathies,Neurological,Both,0,337
BI_181,G70,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
BI_181,G70.0,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70.0,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
NS_338.1,G70.0,10,Myasthenia gravis,Neurological,Both,0,338.1
BI_181,G70.1,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70.1,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
NS_338.2,G70.1,10,Toxic myoneural disorders,Neurological,Both,0,338.2
BI_181,G70.2,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70.2,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
BI_181,G70.8,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70.8,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
BI_181,G70.9,10,Autoimmune disease,Blood/Immune,Both,0,181
NS_338,G70.9,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
NS_339,G71,10,Primary disorders of muscles,Neurological,Both,0,339
GE_972,G71.0,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.9,G71.0,10,Muscular dystrophy,Genetic,Both,0,972.9
NS_339,G71.1,10,Primary disorders of muscles,Neurological,Both,0,339
NS_339.2,G71.1,10,Myotonic disorders,Neurological,Both,0,339.2
GE_972,G71.2,10,Genetic neuromuscular disease,Genetic,Both,0,972
GE_972.9,G71.2,10,Muscular dystrophy,Genetic,Both,0,972.9
NS_340,G71.3,10,Myopathies,Neurological,Both,0,340
GE_968,G71.3,10,Mitochondrial disorders,Genetic,Both,0,968
NS_339,G71.8,10,Primary disorders of muscles,Neurological,Both,0,339
NS_339,G71.9,10,Primary disorders of muscles,Neurological,Both,0,339
NS_340,G72,10,Myopathies,Neurological,Both,0,340
NS_340,G72.0,10,Myopathies,Neurological,Both,0,340
NS_340.2,G72.0,10,Toxic myopathy,Neurological,Both,0,340.2
MB_280,G72.1,10,Psychoactive substance related disorders,Mental,Both,0,280
MB_280.1,G72.1,10,Alcohol use disorders,Mental,Both,0,280.1
NS_340,G72.1,10,Myopathies,Neurological,Both,0,340
NS_340.2,G72.1,10,Toxic myopathy,Neurological,Both,0,340.2
NS_340,G72.2,10,Myopathies,Neurological,Both,0,340
NS_340.2,G72.2,10,Toxic myopathy,Neurological,Both,0,340.2
NS_339,G72.3,10,Primary disorders of muscles,Neurological,Both,0,339
NS_339.4,G72.3,10,Periodic paralysis,Neurological,Both,0,339.4
NS_340,G72.4,10,Myopathies,Neurological,Both,0,340
NS_340.3,G72.4,10,Inflammatory and immune myopathies,Neurological,Both,0,340.3
MS_700,G72.4,10,Diffuse diseases of connective tissue,Muscloskeletal,Both,0,700
MS_700.4,G72.4,10,Inflammatory myopathy,Muscloskeletal,Both,0,700.4
NS_340,G72.8,10,Myopathies,Neurological,Both,0,340
NS_340,G72.9,10,Myopathies,Neurological,Both,0,340
NS_340,G73,10,Myopathies,Neurological,Both,0,340
NS_340,G73.0,10,Myopathies,Neurological,Both,0,340
NS_338,G73.1,10,Myasthenia gravis and other myoneural disorders,Neurological,Both,0,338
NS_338.3,G73.1,10,Lambert-Eaton syndrome,Neurological,Both,0,338.3
NS_340,G73.2,10,Myopathies,Neurological,Both,0,340
NS_340,G73.3,10,Myopathies,Neurological,Both,0,340
NS_340,G73.4,10,Myopathies,Neurological,Both,0,340
NS_340,G73.5,10,Myopathies,Neurological,Both,0,340
NS_340,G73.6,10,Myopathies,Neurological,Both,0,340
NS_340,G73.7,10,Myopathies,Neurological,Both,0,340
NS_341,G80,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341,G80.0,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.0,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341.11,G80.0,10,Spastic cerebral palsy*,Neurological,Both,1,341.11
NS_341,G80.1,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.1,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341.11,G80.1,10,Spastic cerebral palsy*,Neurological,Both,1,341.11
NS_341,G80.2,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.2,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341.11,G80.2,10,Spastic cerebral palsy*,Neurological,Both,1,341.11
NS_341,G80.3,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.3,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341.12,G80.3,10,Athetoid cerebral palsy,Neurological,Both,0,341.12
NS_341,G80.4,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.4,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341.13,G80.4,10,Ataxic cerebral palsy*,Neurological,Both,1,341.13
NS_341,G80.8,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.8,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341,G80.9,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.1,G80.9,10,Cerebral palsy,Neurological,Both,0,341.1
NS_341,G81,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.2,G81,10,Hemiplegia and hemiparesis,Neurological,Both,0,341.2
NS_341,G81.0,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.2,G81.0,10,Hemiplegia and hemiparesis,Neurological,Both,0,341.2
NS_341.21,G81.0,10,Flaccid hemiplegia,Neurological,Both,0,341.21
NS_341,G81.1,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.2,G81.1,10,Hemiplegia and hemiparesis,Neurological,Both,0,341.2
NS_341.22,G81.1,10,Spastic hemiplegia,Neurological,Both,0,341.22
NS_341,G81.9,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_341.2,G81.9,10,Hemiplegia and hemiparesis,Neurological,Both,0,341.2
NS_342,G82,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.0,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82.0,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.1,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82.1,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.2,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82.2,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.3,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82.3,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.4,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.1,G82.4,10,Paraplegia/Diplegia,Neurological,Both,0,342.1
NS_342,G82.5,10,Plegia and unspecified paralysis,Neurological,Both,0,342
NS_342.2,G82.5,10,Quadriplegia,Neurological,Both,0,342.2
NS_341,G83,10,Cerebral palsy and other paralytic syndromes,Neurological,Both,0,341
NS_342,G83.0,10,Plegia and unspecified paralysis,Neurological,Both,0,342
